Kingdom,Phylum,Class,Order,Family,Tax_label,ELLY27.29,ELLY31.33,ELLY36.38,ELLY40.42,ELLY52.54,ELLY56.58,ELLY61.63,ELLY65.67
Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,*Candidatus_Obscuribacter*,57990,57800,31970,26300,20470,14290,10370,12000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonas*,57370,44900,43380,4610,34420,7870,12330,3900
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Ferribacterium*,74770,30820,36140,3890,40230,9010,2290,1280
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Genus of *Solimonadaceae*,30420,17860,26000,17590,16060,1880,39970,41840
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Novosphingobium*,14340,8180,78850,12950,6340,970,33170,22650
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Genus of *Saprospiraceae*,37170,25690,38510,3260,50600,6350,9650,2700
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Rhodoferax*,52130,25470,28460,9350,30690,4290,11770,6600
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingorhabdus*,32480,15530,22440,25730,11830,3010,8440,42600
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Pedosphaeraceae* (*SH3-11*),40760,24320,55210,8180,9930,1500,12100,7800
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,*Clostridiaceae* (*Clostridium_sensu_stricto_1*),40300,49910,17980,24310,9380,6690,3990,6250
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Edaphobaculum*,27460,19890,31980,40840,6170,1180,15780,14400
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Cupriavidus*,1060,900,0,3060,60,130,460,151300
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Genus of *Verrucomicrobiaceae*,23130,25700,47740,3990,7650,890,16260,26850
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Family of Chitinophagales,Genus of *Chitinophagales*,42880,18300,21460,1260,16860,2460,22490,20550
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,*Brevundimonas*,2880,2080,2410,38280,3120,80,13200,83690
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Polynucleobacter*,22230,9940,22630,44860,4220,900,19430,16500
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,*Bosea*,1910,910,700,30680,1530,0,16000,86990
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Genus of *Rubinisphaeraceae*,17990,23790,36270,9300,20850,6350,13030,9300
Bacteria,Planctomycetota,OM190,OM190,OM190,*Planctomycetota* (*OM190*),26940,25340,50530,7440,10250,2960,5670,6900
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,*Candidatus_Nomurabacteria*,65980,11770,7960,2050,21220,610,15130,7350
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Pedosphaeraceae* (*DEV114*),26310,17580,70430,3080,8100,2330,2630,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,*Sphingobacteriales* (*env.OPS_17*),28930,8970,21540,1870,13620,1660,14980,33900
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Leptothrix*,11500,32550,33740,1520,18940,1240,22340,3000
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,*Reyranella*,11810,9150,8670,38090,2970,520,9070,36200
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,*Hirschia*,16240,8750,24350,32440,9030,2070,4390,17400
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Malikia*,16330,11050,7040,72250,2940,390,1130,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,*Flavobacteriales* (*NS9_marine_group*),18740,8560,15340,2560,12980,3290,40910,4200
Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,*Parcubacteria*,56050,6880,10280,0,16450,230,12150,4050
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Genus of *Rickettsiaceae*,20540,12090,20710,11610,16670,3810,8110,8100
Bacteria,Proteobacteria,Class of Proteobacteria,Order of Proteobacteria,Family of Proteobacteria,Genus of *Proteobacteria*,21000,15360,10910,4370,620,10,5760,42290
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Delftia*,0,0,0,24420,0,0,260,75430
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Candidatus_Megaira*,24900,15190,9900,6090,23580,6720,10330,3300
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Pedosphaeraceae*,12660,11540,36760,2630,16530,3140,9860,6300
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,*Phenylobacterium*,4520,4110,10100,12380,1820,240,4840,60740
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Ferruginibacter*,25550,15290,19850,7670,13420,3910,6700,6000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,*Pedobacter*,9610,10310,6020,10200,2710,220,2960,55800
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Rhodobacter*,6640,7700,14350,22590,5680,1510,9580,27500
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Genus of *Rhodocyclaceae*,36160,14540,9170,4840,22210,4200,3100,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,*Cellvibrio*,43830,9000,2250,1580,23410,930,1950,8550
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,*Candidatus_Gortzia*,61760,23240,2200,1550,0,90,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Terrimonas*,19400,11750,17420,6600,8430,2020,3140,19650
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,*Nevskia*,23190,18410,11660,9670,5740,850,2300,16200
Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,*Haliangium*,24810,15980,12900,3560,11080,2760,2840,13950
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Pseudorhodobacter*,5950,3720,6120,56330,2200,230,5100,2900
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Thauera*,37950,19720,3750,4360,7440,1080,1630,4950
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,*Undibacterium*,9380,6360,5660,19980,10100,2120,3240,23500
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Sulfuritalea*,33040,12330,7500,0,18680,3110,4350,900
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Aquabacterium*,23960,9360,1890,8670,9960,1770,3880,18200
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*[Agitococcus]_lubricus_group*,34540,6910,2190,1480,5790,490,2600,19150
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,*Haliscomenobacter*,7060,6510,17050,6880,10560,1370,4760,18750
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Limnohabitans*,6680,4810,4950,30330,1490,300,8660,15150
Bacteria,Proteobacteria,Gammaproteobacteria,CHAB-XI-27,CHAB-XI-27,*Gammaproteobacteria* (*CHAB-XI-27*),18550,9640,31370,10800,830,100,290,600
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Acidovorax*,15530,5570,2590,29930,4630,850,1830,10350
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Genus of *Holosporaceae*,22290,20470,14440,3980,5280,2360,1000,900
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Acinetobacter*,40420,8290,3010,6430,5900,590,430,2550
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,*Microscillaceae* (*OLB12*),15370,7690,21870,4060,9000,1680,2660,1700
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of *Pirellulaceae*,6190,15050,9590,7470,7500,3610,5330,7500
Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,*Vermiphilaceae*,6470,6480,4520,4860,12920,6700,9530,10500
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Pirellula*,5640,8420,7280,2080,15880,5990,11610,4050
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Comamonas*,1670,1270,0,24670,7760,180,2950,20350
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,*Caedibacter*,7920,15220,2980,1270,16610,6620,3060,3450
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,*Sphingobacteriales* (*AKYH767*),19890,10420,10210,280,11460,2520,2000,100
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of *Sphingomonadaceae*,5170,6810,5320,16340,4910,1000,2880,12150
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Genus of *Pedosphaeraceae*,12890,9060,14250,0,12180,2500,2770,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*oc32*),4530,2810,11290,8340,3800,510,3890,18450
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,*Rickettsiales* (*AB1*),7150,4910,22100,17080,440,160,660,0
Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,*Leptospira*,41330,3110,2660,0,3530,610,0,1050
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Genus of *Paracaedibacteraceae*,11090,8920,11110,6990,2570,1020,7310,1950
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Finniella*,9450,7710,14380,6250,4080,1630,4680,2550
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Family of Flavobacteriales,Genus of *Flavobacteriales*,2950,2530,1250,2540,420,50,1340,39290
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,*Brevifollis*,5030,6470,5580,6240,2950,330,3410,19350
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,*Kapabacteriales*,15190,4750,9980,820,8060,540,4430,5100
Bacteria,Actinobacteriota,Actinobacteria,Order of Actinobacteria,Family of Actinobacteria,Genus of *Actinobacteria*,16720,9060,2900,2260,11300,1200,3770,1000
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,*Bdellovibrio*,26670,7820,4270,0,7730,900,270,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Genus of *Methylophilaceae*,1670,980,6420,6540,380,100,1380,27000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Genus of *Rhodobacteraceae*,8440,5660,9800,9650,3680,600,1560,4100
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,*Pseudohongiella*,9430,7960,8330,8480,3010,410,1310,4500
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of *Planctomycetales*,2770,10770,6830,9190,4580,1300,5310,1950
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,*Fluviicola*,4320,2550,8330,7800,1310,160,8800,8900
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,*Rubinisphaeraceae* (*SH-PL14*),6230,6840,12900,4980,4340,1160,2800,1350
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,*Alcaligenaceae* (*GKS98_freshwater_group*),5350,4240,2410,5140,1160,190,17080,4900
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,*Dokdonella*,6580,5090,10600,2060,9240,2490,2420,1200
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of *Rhizobiales_Incertae_Sedis*,7590,5750,10960,3370,5130,1230,2990,1800
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,*Streptococcus*,24270,6290,880,1270,4810,240,0,750
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Genus of *Alcaligenaceae*,0,0,0,8050,1480,70,1720,27000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Ralstonia*,0,0,0,1620,0,0,0,36690
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Genus of *Chitinophagaceae*,7870,5150,5630,1650,9300,1040,4880,2550
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,*Hyphomicrobium*,6450,3580,10500,1810,4570,1680,4300,5100
Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,*Polyangia* (*Blfdi19*),2860,2200,1950,380,16530,8060,1670,3300
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,*Noviherbaspirillum*,0,0,3150,2850,240,40,0,30200
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Genus of *Caldilineaceae*,6100,5660,7200,0,10870,1980,2800,1800
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,*Legionella*,4780,2720,22150,2230,1830,700,890,530
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,*Chitinophagales* (*37-13*),9490,6090,6360,1030,5850,440,4480,1800
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of *Rhizobiaceae*,6530,4140,8560,5250,3460,770,4040,2480
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,*Bdellovibrionaceae* (*OM27_clade*),6100,5240,2880,1660,4610,660,2100,10650
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Candidatus_Ovatusbacter*,1910,4400,0,2590,5490,2600,14440,1500
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Oikopleura*,5720,4100,10420,1530,5250,1530,4230,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,*Paludibacter*,23160,3970,390,620,3080,150,520,800
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Stenotrophomonas*,600,710,420,9390,4210,410,3460,12540
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,*Rickettsiales* (*SM2D12*),17250,8140,2430,750,1060,40,630,1350
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Pirellulaceae* (*Pir4_lineage*),3110,5770,4360,4110,3750,2270,4630,3600
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,*Trichococcus*,16490,7150,1580,930,3880,510,330,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,*Sutterellaceae* (*AAP99*),9780,4710,6270,390,4990,600,3360,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Variovorax*,12530,6620,5150,0,3420,0,1710,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,*Sphingobacteriales* (*LiUU-11-161*),9540,4980,3600,0,7220,1180,2300,500
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,*Hyphomonadaceae* (*SWB02*),1460,4420,5010,8410,5250,770,3250,600
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Lacunisphaera*,6430,4030,6920,0,5280,1250,2100,2700
Bacteria,Chloroflexi,Anaerolineae,1-20,1-20,*Anaerolineae* (*1-20*),3940,4130,8300,650,6710,1020,1000,2550
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Genus of *Rikenellaceae*,18590,7160,510,0,1730,200,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Arenimonas*,3110,6940,3240,6840,2640,830,3810,0
Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,*Nannocystis*,6960,4550,6750,2070,1070,340,630,4950
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Pseudoxanthomonas*,1440,640,670,10250,760,60,1050,11700
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,*Tetrasphaera*,7280,5700,3630,0,7000,1870,680,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Genus of *Sandaracinaceae*,6600,1990,3850,640,3190,880,2180,6600
Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,*Oligoflexia* (*0319-6G20*),14040,5970,1620,0,2590,330,490,750
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,*Rhizobiales* (*A0839*),1680,8670,2410,1800,6500,730,3760,0
Bacteria,Proteobacteria,Gammaproteobacteria,Order of Gammaproteobacteria,Family of Gammaproteobacteria,Genus of *Gammaproteobacteria*,9610,6960,2300,1920,2150,670,810,80
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Genus of *Microscillaceae*,5550,3630,7740,250,4400,800,2030,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,*Halomonas*,7150,6300,3580,0,4730,840,690,900
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,*Acidithiobacillaceae* (*KCM-B-112*),2760,11090,100,0,8880,830,230,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Genus of *Prolixibacteraceae*,6330,4470,1480,0,9050,1780,510,0
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Genus of *Isosphaeraceae*,4440,3930,1700,2270,950,130,1090,8800
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,*Caulobacter*,0,270,1280,5390,2460,60,9670,4050
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Ideonella*,6790,5160,3010,0,4900,700,2470,0
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,*Mycobacterium*,0,2200,13780,1270,1410,600,1080,1800
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Genus of *Rhodanobacteraceae*,6560,4420,3690,0,3850,1220,1320,1050
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Perlucidibaca*,4410,1930,3070,3670,1080,120,1350,6300
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Propionivibrio*,5400,3200,2280,0,8600,1530,640,0
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Family of Oligoflexales,Genus of *Oligoflexales*,2150,2930,15160,260,780,150,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,*Candidatus_Nitrotoga*,4300,3350,4140,0,7870,840,820,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Genus of *Microtrichaceae*,5750,3780,4140,0,5110,1150,930,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Genus of *Simkaniaceae*,6290,6710,2160,1780,960,520,1240,750
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Shinella*,120,0,0,3080,0,0,1140,15370
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Methyloversatilis*,900,570,840,3630,390,120,240,12450
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Rhodocyclaceae* (*C39*),12040,2480,2410,0,900,110,890,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,*Bacteroides*,12460,4090,210,150,1240,170,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Giesbergeria*,9960,3330,600,0,3470,240,520,0
Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,*Babeliales* (*UBA12409*),3120,1450,13320,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Luteimonas*,4300,4460,4520,0,2030,420,1780,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Blastomonas*,0,0,0,1440,950,0,1440,13650
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,*Intestinibacter*,3530,4430,1810,2810,1520,1140,720,1440
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,*Solirubrobacterales* (*67-14*),4550,3180,2530,0,3940,700,1440,900
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,*Crocinitomix*,6290,2320,4140,0,1260,200,820,2100
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Genus of *Flavobacteriaceae*,7680,4110,2810,0,1660,300,540,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,*Saprospiraceae* (*OLB8*),4520,2910,1780,0,4090,980,510,1950
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Family of Chlamydiales,Genus of *Chlamydiales*,5950,3520,2890,3990,0,60,190,0
Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,*Gammaproteobacteria* (*Ga0077536*),5250,2530,3930,0,3430,620,710,0
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Family of Vicinamibacterales,Genus of *Vicinamibacterales*,0,3680,4310,780,4280,840,2040,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,*alphaI_cluster*,3340,2620,810,130,1010,0,2730,5250
Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,*Bacteria* (*WPS-2*),4530,2930,2760,1630,1910,480,510,850
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,*Chthoniobacter*,4290,2400,4180,0,2370,590,1640,0
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Genus of *Fibrobacteraceae*,8940,530,0,0,4110,60,0,1800
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,*Vicinamibacteraceae*,0,1490,3810,1790,2850,510,1970,3000
