Kingdom,Phylum,Class,Order,Family,Sample.01,Sample.02,Sample.03,Sample.04
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,*Roseiflexaceae*,0,130,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,*Oxobacteraceae*,0,130,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,*Cryomorphaceae*,0,0,120,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,*Family* (*of*) SBR1031,0,120,0,0
Bacteria,Dependentiae,Babeliae,Babeliales,*Family* (*of*) Babeliales,0,120,0,0
Bacteria,Firmicutes,Clostridia,Peptococcales,*Peptococcaceae*,0,100,0,0
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,*Erysipelatoclostridiaceae*,90,0,0,0
Bacteria,Firmicutes,Clostridia,Oscillospirales,*Family* (*of*) Oscillospirales,0,90,0,0
Bacteria,Firmicutes,Class of Firmicutes,Order of Firmicutes,*Family* (*of*) Firmicutes,0,0,0,80
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Family* (*of*) Bacteroidales,70,0,0,0
Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,*Syntrophomonadaceae*,0,70,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,*Fodinicurvataceae*,0,70,0,0
Bacteria,Acidobacteriota,Acidobacteriae,Order of Acidobacteriae,*Family* (*of*) Acidobacteriae,0,60,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*SC-I-84*,0,60,0,0
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,*Acidaminobacteraceae*,0,50,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,*Family* (*of*) Enterobacterales,40,0,0,0
