Kingdom,Phylum,Class,Order,Family,Tax_label,ABOR.S006,ABOR.S015,ABOR.S017,ABOR.S019,ABOR.S021,ABOR.S023,ABOR.S034,ABOR.S039,ABOR.S041,ABOR.S043,ABOR.S045,ABOR.S047
Bacteria,Elusimicrobiota,Lineage_IIc,Lineage_IIc,Lineage_IIc,*Lineage_IIc*,600000,153000,92000,209000,0,42000,333000,45000,49000,46000,80000,42000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,*Candidatus_Adlerbacteria*,58000,221000,22000,163000,28000,57000,91000,122000,52000,143000,428000,303000
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*A4b*),18000,0,20000,89000,0,31000,120000,418000,63000,169000,279000,382000
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Genus of *Pirellulaceae*,91000,68000,17000,81000,67000,102000,102000,368000,77000,102000,174000,263000
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Genus of *Micavibrionaceae*,198000,153000,62000,60000,48000,85000,223000,207000,64000,89000,94000,201000
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,*Woesearchaeales* (*SCGC_AAA011-D5*),110000,125000,60000,91000,306000,83000,65000,128000,36000,146000,281000,43000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,*Sphingobacteriales* (*env.OPS_17*),382000,60000,71000,74000,59000,54000,330000,110000,22000,86000,173000,52000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,*Candidatus_Nomurabacteria*,223000,132000,7000,67000,16000,48000,366000,165000,69000,45000,227000,103000
Bacteria,Elusimicrobiota,Lineage_IIa,Lineage_IIa,Lineage_IIa,*Lineage_IIa*,312000,90000,68000,131000,29000,78000,231000,118000,18000,54000,90000,73000
Bacteria,Chloroflexi,Dehalococcoidia,Order of Dehalococcoidia,Family of Dehalococcoidia,Genus of *Dehalococcoidia*,102000,162000,37000,83000,26000,31000,82000,195000,26000,116000,124000,295000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*MND1*),223000,129000,70000,111000,89000,97000,190000,103000,39000,49000,74000,73000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Family of Rhodospirillales,Genus of *Rhodospirillales*,244000,115000,112000,56000,71000,55000,149000,112000,60000,46000,90000,108000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,*Burkholderiales* (*TRA3-20*),231000,87000,34000,80000,9000,56000,230000,153000,52000,59000,85000,97000
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,*Flavobacterium*,56000,0,0,120000,0,19000,26000,72000,92000,0,776000,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonas*,214000,100000,39000,83000,46000,52000,312000,108000,77000,25000,61000,42000
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Family of Planctomycetales,Genus of *Planctomycetales*,107000,105000,20000,59000,68000,104000,132000,85000,144000,73000,171000,84000
Archaea,Hadarchaeota,Hadarchaeia,Hadarchaeia,Hadarchaeales,*Hadarchaeales*,79000,95000,75000,47000,96000,136000,46000,139000,26000,34000,216000,155000
Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,Family of Alphaproteobacteria,Genus of *Alphaproteobacteria*,274000,179000,43000,0,26000,0,173000,154000,10000,77000,59000,132000
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,*Staphylococcus*,41000,83000,93000,258000,155000,123000,2000,125000,70000,62000,55000,36000
Archaea,Crenarchaeota,Bathyarchaeia,Bathyarchaeia,Bathyarchaeia,*Bathyarchaeia*,34000,158000,30000,30000,85000,116000,37000,238000,42000,126000,62000,139000
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingorhabdus*,3000,36000,46000,102000,209000,0,2000,106000,97000,0,464000,12000
Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanoperedenaceae,*Candidatus_Methanoperedens*,167000,45000,57000,37000,88000,149000,39000,220000,66000,35000,48000,119000
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,*Kocuria*,415000,191000,117000,105000,51000,0,0,55000,34000,0,30000,16000
Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,*Zixibacteria*,73000,65000,23000,71000,16000,0,133000,190000,56000,30000,194000,150000
Bacteria,Proteobacteria,Gammaproteobacteria,HglApr721,HglApr721,*Gammaproteobacteria* (*HglApr721*),77000,95000,60000,86000,135000,93000,61000,133000,58000,44000,42000,91000
Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,*Dehalococcoidia* (*S085*),107000,134000,0,70000,46000,19000,94000,162000,38000,47000,81000,163000
Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,Aenigmarchaeales,*Aenigmarchaeales*,37000,125000,64000,0,89000,78000,19000,44000,88000,94000,157000,152000
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Genus of *Microscillaceae*,112000,65000,47000,69000,46000,67000,127000,98000,29000,39000,202000,35000
Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,*Chloroflexi* (*JG30-KF-CM66*),135000,93000,48000,22000,68000,0,106000,171000,59000,82000,75000,59000
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,*Tepidisphaerales* (*WD2101_soil_group*),65000,78000,37000,59000,83000,113000,35000,69000,110000,63000,165000,34000
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Genus of *Anaerolineaceae*,19000,23000,25000,41000,19000,43000,77000,201000,77000,55000,180000,89000
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Sediminibacterium*,50000,117000,0,155000,42000,86000,25000,53000,39000,24000,220000,37000
Bacteria,Planctomycetota,Phycisphaerae,S-70,S-70,*Phycisphaerae* (*S-70*),166000,37000,18000,39000,21000,16000,146000,174000,54000,27000,104000,39000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,*Sphingobacteriales* (*KD3-93*),216000,20000,42000,39000,37000,30000,199000,61000,0,41000,82000,72000
Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Family of Omnitrophales,Genus of *Omnitrophales*,248000,36000,0,49000,10000,53000,177000,97000,22000,72000,27000,46000
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingomonas*,42000,92000,0,227000,113000,15000,45000,97000,0,11000,171000,20000
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Gemmata*,83000,23000,0,35000,10000,22000,128000,230000,85000,38000,58000,61000
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,*Woesearchaeales* (*GW2011_GWC1_47_15*),47000,128000,0,0,94000,118000,36000,106000,0,7000,108000,120000
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Genus of *Simkaniaceae*,131000,61000,27000,41000,0,39000,90000,76000,16000,41000,114000,118000
Bacteria,Planctomycetota,OM190,OM190,OM190,*Planctomycetota* (*OM190*),319000,0,25000,0,0,26000,215000,34000,0,49000,29000,48000
Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,*Entotheonellaceae*,246000,0,49000,44000,25000,101000,129000,32000,17000,33000,16000,48000
Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,*Candidatus_Obscuribacter*,32000,56000,0,0,22000,98000,18000,187000,31000,32000,107000,148000
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,*Candidatus_Peregrinibacteria*,117000,59000,42000,27000,30000,49000,71000,120000,30000,29000,119000,20000
Bacteria,BHI80-139,BHI80-139,BHI80-139,BHI80-139,*Bacteria* (*BHI80-139*),61000,53000,41000,82000,27000,61000,29000,100000,25000,67000,63000,74000
Bacteria,Nitrospirota,Thermodesulfovibrionia,Order of Thermodesulfovibrionia,Family of Thermodesulfovibrionia,Genus of *Thermodesulfovibrionia*,51000,17000,13000,72000,0,82000,31000,169000,25000,55000,43000,125000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,*Sphingobacteriales* (*NS11-12_marine_group*),31000,42000,14000,33000,19000,37000,59000,104000,39000,150000,74000,71000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,*Pedomicrobium*,64000,146000,12000,45000,0,0,71000,91000,32000,33000,58000,99000
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,*Candidatus_Peribacteria*,233000,12000,33000,0,36000,18000,156000,62000,14000,28000,36000,19000
Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,*Planctomycetota* (*BD7-11*),119000,47000,54000,40000,26000,52000,96000,100000,24000,34000,42000,6000
Bacteria,RCP2-54,RCP2-54,RCP2-54,RCP2-54,*Bacteria* (*RCP2-54*),113000,42000,44000,54000,15000,39000,73000,39000,31000,34000,69000,84000
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,*Planctopirus*,49000,67000,42000,0,63000,55000,50000,148000,18000,18000,91000,30000
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Genus of *Diplorickettsiaceae*,122000,39000,51000,52000,26000,45000,83000,97000,0,27000,34000,55000
Bacteria,Elusimicrobiota,Elusimicrobia,Lineage_IV,Lineage_IV,*Lineage_IV*,56000,82000,11000,0,0,42000,48000,117000,30000,54000,107000,78000
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales,*Taonella*,44000,97000,28000,24000,33000,72000,23000,66000,37000,24000,72000,75000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Family of Sphingobacteriales,Genus of *Sphingobacteriales*,166000,58000,30000,0,0,0,139000,78000,0,32000,46000,35000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of *Xanthobacteraceae*,60000,50000,15000,31000,19000,45000,64000,76000,0,28000,75000,118000
Bacteria,Proteobacteria,Gammaproteobacteria,Order of Gammaproteobacteria,Family of Gammaproteobacteria,Genus of *Gammaproteobacteria*,154000,58000,12000,5000,25000,12000,110000,101000,6000,12000,20000,66000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Cavicella*,2000,376000,55000,0,80000,29000,0,15000,0,6000,15000,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Azambacteria,Candidatus_Azambacteria,*Candidatus_Azambacteria*,72000,32000,11000,22000,9000,27000,52000,115000,18000,35000,114000,70000
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*SM1A02*),41000,34000,0,0,0,0,53000,171000,49000,17000,130000,80000
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,*Amphiplicatus*,57000,72000,28000,55000,0,40000,48000,107000,28000,38000,22000,79000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Genus of *Nitrosomonadaceae*,131000,103000,0,67000,41000,0,83000,54000,0,24000,36000,25000
Bacteria,Desulfobacterota,Class of Desulfobacterota,Order of Desulfobacterota,Family of Desulfobacterota,Genus of *Desulfobacterota*,80000,69000,0,0,19000,30000,71000,155000,10000,32000,30000,61000
Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,Family of Methanofastidiosales,Genus of *Methanofastidiosales*,131000,36000,85000,49000,80000,53000,48000,0,6000,17000,51000,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingosinicella*,1000,114000,0,38000,118000,59000,1000,30000,0,10000,170000,6000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,*Rhizobiales* (*Amb-16S-1323*),25000,72000,26000,0,27000,51000,35000,116000,60000,37000,63000,32000
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,*Legionella*,89000,56000,40000,16000,20000,0,54000,64000,30000,35000,2000,116000
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Genus of *Holosporaceae*,57000,58000,34000,17000,4000,62000,48000,52000,0,62000,43000,70000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,*Labrys*,52000,39000,0,0,27000,0,69000,68000,38000,58000,74000,63000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of *Rhizobiales*,45000,64000,0,22000,0,36000,39000,95000,0,40000,29000,99000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Hydrogenophaga*,6000,47000,64000,145000,37000,27000,2000,42000,25000,13000,23000,38000
Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,Dadabacteriales,*Dadabacteriales*,36000,42000,20000,57000,26000,0,35000,85000,0,28000,48000,84000
Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeales,*Candidatus_Iainarchaeum*,3000,57000,0,0,37000,103000,4000,86000,26000,9000,74000,44000
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Pirellula*,35000,20000,0,0,38000,47000,52000,56000,37000,48000,41000,63000
Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,*Lineage_IIb*,173000,34000,0,0,0,26000,127000,40000,20000,0,0,16000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Polaromonas*,0,0,0,163000,0,0,0,0,0,0,263000,8000
Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,PLTA13,*Gammaproteobacteria* (*PLTA13*),49000,35000,30000,38000,29000,56000,42000,57000,0,15000,45000,38000
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,*Luteitalea*,91000,25000,0,0,38000,35000,68000,18000,20000,8000,44000,72000
Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),*Bacteria* (*SAR324_clade(Marine_group_B)*),103000,40000,5000,0,6000,15000,54000,71000,17000,16000,22000,67000
Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,*Babeliales*,126000,0,28000,15000,21000,0,87000,56000,0,26000,29000,16000
Bacteria,Sva0485,Sva0485,Sva0485,Sva0485,*Bacteria* (*Sva0485*),48000,42000,27000,0,0,19000,48000,96000,0,0,26000,72000
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Genus of *Gimesiaceae*,13000,20000,0,0,0,0,31000,47000,50000,49000,37000,118000
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Terrimonas*,37000,0,0,44000,27000,0,97000,58000,0,0,77000,15000
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,*Schlesneria*,25000,0,0,24000,14000,23000,38000,59000,0,33000,62000,72000
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,*Bryobacter*,90000,0,0,23000,22000,0,92000,33000,0,24000,43000,12000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Schlegelella*,4000,0,42000,116000,44000,47000,0,0,0,26000,0,36000
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,*Candidatus_Nucleicultrix*,10000,23000,16000,31000,0,0,23000,22000,34000,21000,53000,76000
Bacteria,Proteobacteria,Class of Proteobacteria,Order of Proteobacteria,Family of Proteobacteria,Genus of *Proteobacteria*,58000,0,0,0,0,8000,43000,69000,31000,0,25000,62000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,*Candidatus_Jorgensenbacteria*,24000,0,0,11000,0,0,39000,40000,35000,14000,74000,38000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,*Sphingobacteriales* (*AKYH767*),96000,23000,0,0,0,0,91000,22000,0,0,26000,14000
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Family of Oligoflexales,Genus of *Oligoflexales*,91000,0,27000,23000,0,0,80000,0,17000,8000,8000,0
Bacteria,Patescibacteria,Parcubacteria,Paceibacterales,Paceibacteraceae,*Candidatus_Paceibacter*,15000,23000,8000,0,0,18000,21000,62000,0,8000,56000,39000
Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,*Haliangium*,97000,0,11000,0,0,0,68000,23000,0,12000,15000,23000
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Paracaedibacter*,36000,31000,15000,0,0,0,35000,48000,0,9000,12000,62000
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA286-E23,*Woesearchaeales* (*SCGC_AAA286-E23*),31000,36000,27000,23000,18000,0,29000,10000,15000,0,5000,52000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*IS-44*),64000,28000,0,46000,0,0,50000,15000,0,8000,0,28000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Arenimonas*,5000,0,0,27000,36000,0,13000,55000,27000,5000,53000,18000
Bacteria,Chloroflexi,Dehalococcoidia,Sh765B-AG-111,Sh765B-AG-111,*Dehalococcoidia* (*Sh765B-AG-111*),14000,59000,0,0,0,0,8000,35000,23000,19000,21000,58000
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,*Phenylobacterium*,6000,31000,30000,0,88000,0,6000,37000,0,2000,30000,7000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Polynucleobacter*,53000,0,32000,40000,19000,0,53000,24000,0,0,15000,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,*Candidatus_Yanofskybacteria*,32000,36000,17000,0,0,28000,29000,25000,0,2000,38000,26000
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Genus of *Rickettsiaceae*,98000,23000,0,0,12000,0,54000,3000,0,4000,18000,10000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Genus of *Neisseriaceae*,49000,12000,8000,0,0,39000,24000,44000,0,8000,15000,23000
Bacteria,Acidobacteriota,Blastocatellia,11-24,11-24,*Blastocatellia* (*11-24*),48000,21000,13000,0,0,0,34000,0,0,36000,13000,48000
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,*Candidatus_Woesebacteria*,12000,23000,0,27000,0,36000,0,55000,12000,35000,6000,7000
